ticker,name,environment_score,social_score,governance_score,esg_score,benchmark,esg_gap,true_label,predicted_label,p_safe
hsy,Hershey Co,525,361,300,1186,1052.0,134.0,Safe,Safe,1.0
jnj,Johnson & Johnson,565,308,300,1173,1052.0,121.0,Safe,Safe,1.0
jpm,JPMorgan Chase & Co,505,319,338,1162,1052.0,110.0,Safe,Safe,1.0
ko,Coca-Cola Co,200,201,200,601,1052.0,-451.0,Risk,Risk,0.0
kmx,Carmax Inc,251,237,300,788,1052.0,-264.0,Risk,Risk,0.0
ldos,Leidos Holdings Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
leg,Leggett & Platt Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
mcd,McDonald's Corp,505,326,305,1136,1052.0,84.0,Safe,Safe,1.0
lin,Linde PLC,210,240,275,725,1052.0,-327.0,Risk,Risk,0.0
lumn,Lumen Technologies Inc,535,327,305,1167,1052.0,115.0,Safe,Safe,1.0
lyb,LyondellBasell Industries NV,587,352,330,1269,1052.0,217.0,Safe,Safe,0.99
mco,Moody's Corp,515,308,235,1058,1052.0,6.0,Safe,Safe,0.8
mck,Mckesson Corp,500,303,310,1113,1052.0,61.0,Safe,Safe,1.0
mas,Masco Corp,522,323,305,1150,1052.0,98.0,Safe,Safe,0.99
low,Lowe's Companies Inc,218,200,200,618,1052.0,-434.0,Risk,Risk,0.0
mdt,Medtronic PLC,515,308,315,1138,1052.0,86.0,Safe,Safe,0.995
mkc,McCormick & Company Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
met,MetLife Inc,517,305,305,1127,1052.0,75.0,Safe,Safe,0.995
mgm,MGM Resorts International,500,300,200,1000,1052.0,-52.0,Risk,Risk,0.0
mmc,Marsh & McLennan Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
mo,Altria Group Inc,500,327,341,1168,1052.0,116.0,Safe,Safe,1.0
bwa,Borgwarner Inc,260,206,230,696,1052.0,-356.0,Risk,Risk,0.0
mrk,Merck & Co Inc,500,305,315,1120,1052.0,68.0,Safe,Safe,1.0
mro,Marathon Oil Corp,530,313,305,1148,1052.0,96.0,Safe,Safe,1.0
mpc,Marathon Petroleum Corp,700,366,315,1381,1052.0,329.0,Safe,Safe,1.0
ms,Morgan Stanley,555,303,320,1178,1052.0,126.0,Safe,Safe,1.0
mtb,M&T Bank Corp,500,303,260,1063,1052.0,11.0,Safe,Safe,0.925
mtd,Mettler-Toledo International Inc,505,300,240,1045,1052.0,-7.0,Risk,Risk,0.155
msi,Motorola Solutions Inc,505,305,347,1157,1052.0,105.0,Safe,Safe,0.99
nee,Nextera Energy Inc,668,306,313,1287,1052.0,235.0,Safe,Safe,1.0
msci,MSCI Inc,580,347,335,1262,1052.0,210.0,Safe,Safe,0.985
nclh,Norwegian Cruise Line Holdings Ltd,495,306,300,1101,1052.0,49.0,Safe,Safe,1.0
ni,NiSource Inc,361,322,223,906,1052.0,-146.0,Risk,Risk,0.02
noc,Northrop Grumman Corp,505,302,300,1107,1052.0,55.0,Safe,Safe,1.0
now,ServiceNow Inc,550,374,350,1274,1052.0,222.0,Safe,Safe,1.0
nue,Nucor Corp,374,340,225,939,1052.0,-113.0,Risk,Risk,0.02
nlsn,Nielsen Holdings PLC,500,310,300,1110,1052.0,58.0,Safe,Safe,1.0
nsc,Norfolk Southern Corp,358,339,330,1027,1052.0,-25.0,Risk,Risk,0.005
nvr,NVR Inc,265,206,205,676,1052.0,-376.0,Risk,Risk,0.0
pgr,Progressive Corp,350,355,270,975,1052.0,-77.0,Risk,Risk,0.055
pfe,Pfizer Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
phm,Pultegroup Inc,215,203,240,658,1052.0,-394.0,Risk,Risk,0.0
ph,Parker-Hannifin Corp,325,303,225,853,1052.0,-199.0,Risk,Risk,0.005
pki,PerkinElmer Inc,515,316,325,1156,1052.0,104.0,Safe,Safe,1.0
pld,Prologis Inc,579,374,315,1268,1052.0,216.0,Safe,Safe,1.0
ppg,PPG Industries Inc,293,236,220,749,1052.0,-303.0,Risk,Risk,0.0
psa,Public Storage,235,245,205,685,1052.0,-367.0,Risk,Risk,0.0
pnc,PNC Financial Services Group Inc,455,323,300,1078,1052.0,26.0,Safe,Safe,0.99
pm,Philip Morris International Inc,520,327,315,1162,1052.0,110.0,Safe,Safe,1.0
pkg,Packaging Corp of America,500,303,300,1103,1052.0,51.0,Safe,Safe,1.0
psx,Phillips 66,569,363,310,1242,1052.0,190.0,Safe,Safe,1.0
pru,Prudential Financial Inc,285,300,288,873,1052.0,-179.0,Risk,Risk,0.025
pnr,Pentair PLC,433,330,315,1078,1052.0,26.0,Safe,Safe,0.94
pnw,Pinnacle West Capital Corp,629,479,300,1408,1052.0,356.0,Safe,Safe,1.0
ppl,PPL Corp,525,306,300,1131,1052.0,79.0,Safe,Safe,1.0
pwr,Quanta Services Inc,540,382,310,1232,1052.0,180.0,Safe,Safe,1.0
rjf,Raymond James Financial Inc,505,309,305,1119,1052.0,67.0,Safe,Safe,1.0
rf,Regions Financial Corp,490,304,305,1099,1052.0,47.0,Safe,Safe,1.0
rcl,Royal Caribbean Cruises Ltd,503,327,310,1140,1052.0,88.0,Safe,Safe,1.0
rl,Ralph Lauren Corp,420,352,303,1075,1052.0,23.0,Safe,Safe,0.845
pvh,PVH Corp,418,319,315,1052,1052.0,0.0,Safe,Safe,0.795
rhi,Robert Half International Inc,255,334,310,899,1052.0,-153.0,Risk,Risk,0.01
pxd,Pioneer Natural Resources Co,700,412,300,1412,1052.0,360.0,Safe,Safe,1.0
rol,Rollins Inc,500,300,305,1105,1052.0,53.0,Safe,Safe,1.0
rmd,Resmed Inc,330,312,300,942,1052.0,-110.0,Risk,Risk,0.015
schw,Charles Schwab Corp,515,300,300,1115,1052.0,63.0,Safe,Safe,1.0
rok,Rockwell Automation Inc,308,243,210,761,1052.0,-291.0,Risk,Risk,0.0
tdg,TransDigm Group Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
see,Sealed Air Corp,555,318,257,1130,1052.0,78.0,Safe,Safe,0.98
rop,Roper Technologies Inc,570,350,340,1260,1052.0,208.0,Safe,Safe,0.995
swk,Stanley Black & Decker Inc,555,315,300,1170,1052.0,118.0,Safe,Safe,1.0
stz,Constellation Brands Inc,459,313,295,1067,1052.0,15.0,Safe,Safe,0.845
syk,Stryker Corp,485,321,325,1131,1052.0,79.0,Safe,Safe,0.995
syy,Sysco Corp,555,301,305,1161,1052.0,109.0,Safe,Safe,1.0
shw,Sherwin-Williams Co,295,259,220,774,1052.0,-278.0,Risk,Risk,0.0
spgi,S&P Global Inc,435,341,310,1086,1052.0,34.0,Safe,Safe,0.96
ste,STERIS plc,510,301,305,1116,1052.0,64.0,Safe,Safe,1.0
syf,Synchrony Financial,325,312,310,947,1052.0,-105.0,Risk,Risk,0.005
spg,Simon Property Group Inc,225,247,205,677,1052.0,-375.0,Risk,Risk,0.005
sre,Sempra Energy,700,386,310,1396,1052.0,344.0,Safe,Safe,1.0
so,Southern Co,515,307,330,1152,1052.0,100.0,Safe,Safe,1.0
stt,State Street Corp,225,211,210,646,1052.0,-406.0,Risk,Risk,0.0
sna,Snap-On Inc,500,300,261,1061,1052.0,9.0,Safe,Safe,0.845
rtx,Raytheon Technologies Corp,520,330,400,1250,1052.0,198.0,Safe,Safe,1.0
hig,Hartford Financial Services Group Inc,500,305,305,1110,1052.0,58.0,Safe,Safe,0.995
tel,TE Connectivity Ltd,200,200,200,600,1052.0,-452.0,Risk,Risk,0.0
tfx,Teleflex Inc,200,200,200,600,1052.0,-452.0,Risk,Risk,0.0
tfc,Truist Financial Corp,480,308,300,1088,1052.0,36.0,Safe,Safe,1.0
tdy,Teledyne Technologies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
tgt,Target Corp,550,342,313,1205,1052.0,153.0,Safe,Safe,1.0
tjx,TJX Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
tpr,Tapestry Inc,483,310,300,1093,1052.0,41.0,Safe,Safe,1.0
trv,Travelers Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
tmo,Thermo Fisher Scientific Inc,527,332,280,1139,1052.0,87.0,Safe,Safe,0.98
tt,Trane Technologies PLC,700,389,320,1409,1052.0,357.0,Safe,Safe,1.0
tsn,Tyson Foods Inc,530,374,340,1244,1052.0,192.0,Safe,Safe,1.0
tyl,Tyler Technologies Inc,400,306,305,1011,1052.0,-41.0,Risk,Risk,0.03
txt,Textron Inc,500,300,200,1000,1052.0,-52.0,Risk,Risk,0.0
unh,UnitedHealth Group Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
ups,United Parcel Service Inc,540,374,245,1159,1052.0,107.0,Safe,Safe,0.92
udr,UDR Inc,225,301,215,741,1052.0,-311.0,Risk,Risk,0.0
uhs,Universal Health Services Inc,560,320,338,1218,1052.0,166.0,Safe,Safe,0.995
mos,Mosaic Co,515,379,315,1209,1052.0,157.0,Safe,Safe,1.0
usb,US Bancorp,336,317,300,953,1052.0,-99.0,Risk,Risk,0.005
uri,United Rentals Inc,472,318,300,1090,1052.0,38.0,Safe,Safe,1.0
vno,Vornado Realty Trust,540,326,325,1191,1052.0,139.0,Safe,Safe,1.0
vlo,Valero Energy Corp,608,307,330,1245,1052.0,193.0,Safe,Safe,1.0
vfc,VF Corp,505,301,300,1106,1052.0,54.0,Safe,Safe,1.0
v,Visa Inc,504,368,310,1182,1052.0,130.0,Safe,Safe,1.0
vtr,Ventas Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
vmc,Vulcan Materials Co,570,319,300,1189,1052.0,137.0,Safe,Safe,1.0
wec,WEC Energy Group Inc,635,438,300,1373,1052.0,321.0,Safe,Safe,1.0
well,Welltower OP LLC,437,326,300,1063,1052.0,11.0,Safe,Safe,0.875
wat,Waters Corp,270,292,235,797,1052.0,-255.0,Risk,Risk,0.0
wm,Waste Management Inc,613,408,285,1306,1052.0,254.0,Safe,Safe,0.96
wab,Westinghouse Air Brake Technologies Corp,607,311,320,1238,1052.0,186.0,Safe,Safe,1.0
wmb,Williams Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
wfc,Wells Fargo & Co,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
whr,Whirlpool Corp,500,301,300,1101,1052.0,49.0,Safe,Safe,0.995
wst,West Pharmaceutical Services Inc,540,330,305,1175,1052.0,123.0,Safe,Safe,1.0
wrb,W R Berkley Corp,360,294,300,954,1052.0,-98.0,Risk,Risk,0.02
wmt,Walmart Inc,310,281,220,811,1052.0,-241.0,Risk,Risk,0.0
wu,Western Union Co,205,205,228,638,1052.0,-414.0,Risk,Risk,0.0
yum,Yum! Brands Inc,500,320,310,1130,1052.0,78.0,Safe,Safe,1.0
xyl,Xylem Inc,374,254,210,838,1052.0,-214.0,Risk,Risk,0.0
wy,Weyerhaeuser Co,700,340,300,1340,1052.0,288.0,Safe,Safe,1.0
wrk,Westrock Co,555,324,305,1184,1052.0,132.0,Safe,Safe,0.995
xom,Exxon Mobil Corp,538,322,313,1173,1052.0,121.0,Safe,Safe,0.995
zbh,Zimmer Biomet Holdings Inc,520,330,310,1160,1052.0,108.0,Safe,Safe,0.995
zts,Zoetis Inc,520,348,310,1178,1052.0,126.0,Safe,Safe,1.0
de,Deere & Co,560,339,305,1204,1052.0,152.0,Safe,Safe,1.0
dd,Dupont De Nemours Inc,550,341,295,1186,1052.0,134.0,Safe,Safe,0.985
d,Dominion Energy Inc,535,325,310,1170,1052.0,118.0,Safe,Safe,1.0
cvs,CVS Health Corp,540,302,315,1157,1052.0,105.0,Safe,Safe,1.0
dal,Delta Air Lines Inc,515,300,313,1128,1052.0,76.0,Safe,Safe,1.0
crm,Salesforce Inc,215,241,200,656,1052.0,-396.0,Risk,Risk,0.0
cvx,Chevron Corp,210,217,210,637,1052.0,-415.0,Risk,Risk,0.0
ctva,Corteva Inc,610,312,320,1242,1052.0,190.0,Safe,Safe,1.0
ctra,Coterra Energy Inc,555,329,310,1194,1052.0,142.0,Safe,Safe,1.0
ctlt,Catalent Inc,483,303,305,1091,1052.0,39.0,Safe,Safe,1.0
cpb,Campbell Soup Co,515,301,305,1121,1052.0,69.0,Safe,Safe,1.0
crl,Charles River Laboratories International Inc,510,322,235,1067,1052.0,15.0,Safe,Safe,0.66
cop,Conocophillips,687,544,305,1536,1052.0,484.0,Safe,Safe,0.995
coo,Cooper Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
cof,Capital One Financial Corp,508,309,320,1137,1052.0,85.0,Safe,Safe,1.0
cnc,Centene Corp,548,355,315,1218,1052.0,166.0,Safe,Safe,1.0
cnp,CenterPoint Energy Inc,550,320,260,1130,1052.0,78.0,Safe,Safe,0.99
cms,CMS Energy Corp,450,667,75,1192,1052.0,140.0,Safe,Risk,0.43
cmi,Cummins Inc,510,320,300,1130,1052.0,78.0,Safe,Safe,1.0
cl,Colgate-Palmolive Co,520,310,310,1140,1052.0,88.0,Safe,Safe,1.0
mmm,3M Co,526,310,305,1141,1052.0,89.0,Safe,Safe,1.0
cfg,Citizens Financial Group Inc,230,215,205,650,1052.0,-402.0,Risk,Risk,0.0
cag,Conagra Brands Inc,525,306,300,1131,1052.0,79.0,Safe,Safe,1.0
ci,Cigna Corp,508,328,310,1146,1052.0,94.0,Safe,Safe,1.0
cah,Cardinal Health Inc,505,300,315,1120,1052.0,68.0,Safe,Safe,0.995
ma,Mastercard Inc,210,230,215,655,1052.0,-397.0,Risk,Risk,0.0
lw,Lamb Weston Holdings Inc,345,256,300,901,1052.0,-151.0,Risk,Risk,0.0
maa,Mid-America Apartment Communities Inc,315,261,210,786,1052.0,-266.0,Risk,Risk,0.0
mlm,Martin Marietta Materials Inc,573,313,300,1186,1052.0,134.0,Safe,Safe,1.0
luv,Southwest Airlines Co,295,314,218,827,1052.0,-225.0,Risk,Risk,0.045
lnc,Lincoln National Corp,700,300,300,1300,1052.0,248.0,Safe,Safe,1.0
len,Lennar Corp,363,344,220,927,1052.0,-125.0,Risk,Risk,0.005
pg,Procter & Gamble Co,560,422,310,1292,1052.0,240.0,Safe,Safe,1.0
ogn,Organon & Co,515,335,305,1155,1052.0,103.0,Safe,Safe,1.0
oxy,Occidental Petroleum Corp,505,302,300,1107,1052.0,55.0,Safe,Safe,1.0
dell,Dell Technologies Inc,500,318,275,1093,1052.0,41.0,Safe,Safe,0.965
payc,Paycom Software Inc,470,305,315,1090,1052.0,38.0,Safe,Safe,1.0
peg,Public Service Enterprise Group Inc,500,300,205,1005,1052.0,-47.0,Risk,Risk,0.0
oke,ONEOK Inc,581,326,355,1262,1052.0,210.0,Safe,Safe,1.0
nrg,NRG Energy Inc,371,327,218,916,1052.0,-136.0,Risk,Risk,0.005
l,Loews Corp,505,303,313,1121,1052.0,69.0,Safe,Safe,1.0
omc,Omnicom Group Inc,543,333,305,1181,1052.0,129.0,Safe,Safe,1.0
orcl,Oracle Corp,500,300,200,1000,1052.0,-52.0,Risk,Risk,0.0
o,Realty Income Corp,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
dpz,Domino's Pizza Inc,205,205,200,610,1052.0,-442.0,Risk,Risk,0.0
t,AT&T Inc,210,200,305,715,1052.0,-337.0,Risk,Risk,0.0
unp,Union Pacific Corp,290,257,245,792,1052.0,-260.0,Risk,Risk,0.0
nem,Newmont Corporation,675,389,355,1419,1052.0,367.0,Safe,Safe,1.0
fdx,FedEx Corp,335,278,255,868,1052.0,-184.0,Risk,Risk,0.0
nke,Nike Inc,205,275,200,680,1052.0,-372.0,Risk,Risk,0.0
f,Ford Motor Co,292,246,215,753,1052.0,-299.0,Risk,Risk,0.0
lmt,Lockheed Martin Corp,510,324,320,1154,1052.0,102.0,Safe,Safe,0.995
rsg,Republic Services Inc,293,235,216,744,1052.0,-308.0,Risk,Risk,0.0
enph,Enphase Energy Inc,565,316,300,1181,1052.0,129.0,Safe,Safe,1.0
exc,Exelon Corp,694,403,316,1413,1052.0,361.0,Safe,Safe,1.0
expd,Expeditors International of Washington Inc,510,302,300,1112,1052.0,60.0,Safe,Safe,1.0
expe,Expedia Group Inc,225,242,305,772,1052.0,-280.0,Risk,Risk,0.0
fast,Fastenal Co,230,302,200,732,1052.0,-320.0,Risk,Risk,0.0
ffiv,F5 Inc,200,221,215,636,1052.0,-416.0,Risk,Risk,0.0
fisv,Fiserv Inc,395,302,310,1007,1052.0,-45.0,Risk,Risk,0.02
eqix,Equinix Inc,515,323,315,1153,1052.0,101.0,Safe,Safe,1.0
ftnt,Fortinet Inc,500,306,305,1111,1052.0,59.0,Safe,Safe,0.995
etsy,ETSY Inc,235,241,235,711,1052.0,-341.0,Risk,Risk,0.0
ben,Franklin Resources Inc,321,349,310,980,1052.0,-72.0,Risk,Risk,0.03
dlr,Digital Realty Trust Inc,540,317,300,1157,1052.0,105.0,Safe,Safe,0.995
dhr,Danaher Corp,530,344,385,1259,1052.0,207.0,Safe,Safe,1.0
efx,Equifax Inc,390,300,305,995,1052.0,-57.0,Risk,Risk,0.015
el,Estee Lauder Companies Inc,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
emn,Eastman Chemical Co,583,365,310,1258,1052.0,206.0,Safe,Safe,1.0
emr,Emerson Electric Co,605,323,315,1243,1052.0,191.0,Safe,Safe,1.0
eog,EOG Resources Inc,550,252,240,1042,1052.0,-10.0,Risk,Risk,0.13
eqr,Equity Residential,235,208,210,653,1052.0,-399.0,Risk,Risk,0.0
es,Eversource Energy,576,409,310,1295,1052.0,243.0,Safe,Safe,1.0
ess,Essex Property Trust Inc,377,304,210,891,1052.0,-161.0,Risk,Risk,0.005
fitb,Fifth Third Bancorp,313,300,215,828,1052.0,-224.0,Risk,Risk,0.0
etr,Entergy Corp,653,380,310,1343,1052.0,291.0,Safe,Safe,1.0
exr,Extra Space Storage Inc,572,289,225,1086,1052.0,34.0,Safe,Risk,0.325
ew,Edwards Lifesciences Corp,290,333,305,928,1052.0,-124.0,Risk,Risk,0.01
foxa,Fox Corp,295,330,315,940,1052.0,-112.0,Risk,Risk,0.015
fcx,Freeport-McMoRan Inc,608,313,305,1226,1052.0,174.0,Safe,Safe,1.0
fe,FirstEnergy Corp,510,304,300,1114,1052.0,62.0,Safe,Safe,1.0
flt,Fleetcor Technologies Inc,410,302,300,1012,1052.0,-40.0,Risk,Risk,0.02
fis,Fidelity National Information Services Inc,530,298,310,1138,1052.0,86.0,Safe,Safe,0.97
frc,First Republic Bank,370,331,288,989,1052.0,-63.0,Risk,Risk,0.01
fmc,FMC Corp,510,307,315,1132,1052.0,80.0,Safe,Safe,0.995
frt,Federal Realty Investment Trust,525,302,300,1127,1052.0,75.0,Safe,Safe,1.0
ftv,Fortive Corp,540,326,305,1171,1052.0,119.0,Safe,Safe,1.0
gps,Gap Inc,515,349,300,1164,1052.0,112.0,Safe,Safe,0.995
grmn,Garmin Ltd,205,242,200,647,1052.0,-405.0,Risk,Risk,0.0
it,Gartner Inc,500,316,315,1131,1052.0,79.0,Safe,Safe,1.0
lly,Eli Lilly and Co,510,360,310,1180,1052.0,128.0,Safe,Safe,1.0
re,Everest Re Group Ltd,505,276,305,1086,1052.0,34.0,Safe,Safe,0.925
evrg,Evergy Inc,555,310,300,1165,1052.0,113.0,Safe,Safe,1.0
fbhs,Fortune Brands Home & Security Inc,510,302,300,1112,1052.0,60.0,Safe,Safe,1.0
gild,Gilead Sciences Inc,500,303,300,1103,1052.0,51.0,Safe,Safe,1.0
holx,Hologic Inc,515,324,315,1154,1052.0,102.0,Safe,Safe,1.0
hsic,Henry Schein Inc,210,205,200,615,1052.0,-437.0,Risk,Risk,0.0
hon,Honeywell International Inc,545,344,308,1197,1052.0,145.0,Safe,Safe,0.995
hst,Host Hotels & Resorts Inc,510,318,318,1146,1052.0,94.0,Safe,Safe,1.0
gd,General Dynamics Corp,510,310,300,1120,1052.0,68.0,Safe,Safe,1.0
has,Hasbro Inc,255,301,300,856,1052.0,-196.0,Risk,Risk,0.005
hban,Huntington Bancshares Inc,308,300,300,908,1052.0,-144.0,Risk,Risk,0.005
gl,Globe Life Inc,215,238,215,668,1052.0,-384.0,Risk,Risk,0.0
gpc,Genuine Parts Co,535,225,305,1065,1052.0,13.0,Safe,Risk,0.37
gnrc,Generac Holdings Inc,535,311,250,1096,1052.0,44.0,Safe,Safe,1.0
gpn,Global Payments Inc,310,343,265,918,1052.0,-134.0,Risk,Risk,0.015
hca,HCA Healthcare Inc,520,348,305,1173,1052.0,121.0,Safe,Safe,1.0
hbi,HanesBrands Inc,310,223,305,838,1052.0,-214.0,Risk,Risk,0.0
hii,Huntington Ingalls Industries Inc,545,315,315,1175,1052.0,123.0,Safe,Safe,0.995
hpe,Hewlett Packard Enterprise Co,230,359,230,819,1052.0,-233.0,Risk,Risk,0.01
hes,Hess Corp,535,300,305,1140,1052.0,88.0,Safe,Safe,1.0
hlt,Hilton Worldwide Holdings Inc,293,200,205,698,1052.0,-354.0,Risk,Risk,0.0
hrl,Hormel Foods Corp,570,322,300,1192,1052.0,140.0,Safe,Safe,0.985
hpq,HP Inc,245,211,200,656,1052.0,-396.0,Risk,Risk,0.0
hum,Humana Inc,462,300,300,1062,1052.0,10.0,Safe,Safe,0.99
hwm,Howmet Aerospace Inc,525,315,320,1160,1052.0,108.0,Safe,Safe,0.995
peak,Healthpeak Properties Inc,535,331,335,1201,1052.0,149.0,Safe,Safe,0.99
gis,General Mills Inc,585,326,365,1276,1052.0,224.0,Safe,Safe,1.0
ge,General Electric Co,533,300,300,1133,1052.0,81.0,Safe,Safe,1.0
spot,Spotify Technology SA,500,283,255,1038,1052.0,-14.0,Risk,Safe,0.525
trtn,Triton International Ltd,477,306,300,1083,1052.0,31.0,Safe,Safe,1.0
trtx,TPG RE Finance Trust Inc,230,239,300,769,1052.0,-283.0,Risk,Risk,0.0
tru,TransUnion,510,313,310,1133,1052.0,81.0,Safe,Safe,1.0
yeti,Yeti Holdings Inc,269,253,305,827,1052.0,-225.0,Risk,Risk,0.01
yelp,Yelp Inc,245,515,213,973,1052.0,-79.0,Risk,Risk,0.02
yext,Yext Inc,325,314,310,949,1052.0,-103.0,Risk,Risk,0.005
spr,Spirit AeroSystems Holdings Inc,515,337,300,1152,1052.0,100.0,Safe,Safe,1.0
ysg,Yatsen Holding Ltd,355,217,325,897,1052.0,-155.0,Risk,Risk,0.0
yrd,Yiren Digital Ltd,200,205,205,610,1052.0,-442.0,Risk,Risk,0.0
yumc,Yum China Holdings Inc,205,217,220,642,1052.0,-410.0,Risk,Risk,0.0
trox,Tronox Holdings PLC,503,320,300,1123,1052.0,71.0,Safe,Safe,1.0
zepp,Zepp Health Corp,202,210,295,707,1052.0,-345.0,Risk,Risk,0.0
zev,Lightning eMotors Inc,535,391,240,1166,1052.0,114.0,Safe,Safe,0.945
zuo,Zuora Inc,240,234,200,674,1052.0,-378.0,Risk,Risk,0.0
zim,ZIM Integrated Shipping Services Ltd,329,351,320,1000,1052.0,-52.0,Risk,Risk,0.07
zyme,Zymeworks Inc,240,326,305,871,1052.0,-181.0,Risk,Risk,0.025
zws,Zurn Elkay Water Solutions Corp,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
you,Clear Secure Inc,515,278,205,998,1052.0,-54.0,Risk,Risk,0.065
zen,Zendesk Inc,515,338,320,1173,1052.0,121.0,Safe,Safe,1.0
plxs,Plexus Corp,510,300,300,1110,1052.0,58.0,Safe,Safe,1.0
ship,Seanergy Maritime Holdings Corp,345,300,305,950,1052.0,-102.0,Risk,Risk,0.01
shls,Shoals Technologies Group Inc,285,280,300,865,1052.0,-187.0,Risk,Risk,0.005
shoo,Steven Madden Ltd,508,231,300,1039,1052.0,-13.0,Risk,Risk,0.18
shyf,Shyft Group Inc,510,303,275,1088,1052.0,36.0,Safe,Safe,0.915
sibn,SI-BONE Inc,220,228,210,658,1052.0,-394.0,Risk,Risk,0.0
sieb,Siebert Financial Corp,300,299,235,834,1052.0,-218.0,Risk,Risk,0.005
plya,Playa Hotels & Resorts NV,210,200,205,615,1052.0,-437.0,Risk,Risk,0.0
wwe,World Wrestling Entertainment Inc,275,332,315,922,1052.0,-130.0,Risk,Risk,0.01
pmcb,PharmaCyte Biotech Inc,220,202,300,722,1052.0,-330.0,Risk,Risk,0.0
www,Wolverine World Wide Inc,390,298,308,996,1052.0,-56.0,Risk,Risk,0.025
xhr,Xenia Hotels & Resorts Inc,260,263,236,759,1052.0,-293.0,Risk,Risk,0.0
x,United States Steel Corp,535,364,300,1199,1052.0,147.0,Safe,Safe,1.0
xpev,Xpeng Inc,215,208,200,623,1052.0,-429.0,Risk,Risk,0.0
xpo,XPO Logistics Inc,560,318,300,1178,1052.0,126.0,Safe,Safe,1.0
xin,Xinyuan Real Estate Co Ltd,205,242,300,747,1052.0,-305.0,Risk,Risk,0.0
xl,XL Fleet Corp,200,200,200,600,1052.0,-452.0,Risk,Risk,0.0
xyf,X Financial,215,205,200,620,1052.0,-432.0,Risk,Risk,0.0
y,Alleghany Corp,215,240,300,755,1052.0,-297.0,Risk,Risk,0.0
yala,Yalla Group Ltd,233,244,220,697,1052.0,-355.0,Risk,Risk,0.0
wts,Watts Water Technologies Inc,420,303,210,933,1052.0,-119.0,Risk,Risk,0.045
sien,Sientra Inc,219,308,236,763,1052.0,-289.0,Risk,Risk,0.015
hain,Hain Celestial Group Inc,520,302,305,1127,1052.0,75.0,Safe,Safe,1.0
mtc,MMTEC Inc,221,225,305,751,1052.0,-301.0,Risk,Risk,0.0
mtcr,Metacrine Inc,210,207,330,747,1052.0,-305.0,Risk,Risk,0.01
mtem,Molecular Templates Inc,360,325,320,1005,1052.0,-47.0,Risk,Risk,0.035
mtls,Materialise NV,505,301,300,1106,1052.0,54.0,Safe,Safe,1.0
mtex,Mannatech Inc,200,260,230,690,1052.0,-362.0,Risk,Risk,0.0
mtrx,Matrix Service Co,589,390,277,1256,1052.0,204.0,Safe,Safe,0.975
halo,Halozyme Therapeutics Inc,510,302,315,1127,1052.0,75.0,Safe,Safe,1.0
hall,Hallmark Financial Services Inc,215,233,300,748,1052.0,-304.0,Risk,Risk,0.0
mvbf,MVB Financial Corp,210,215,215,640,1052.0,-412.0,Risk,Risk,0.0
mvst,Microvast Holdings Inc,225,282,210,717,1052.0,-335.0,Risk,Risk,0.0
mvis,MicroVision Inc,451,300,330,1081,1052.0,29.0,Safe,Safe,0.905
mxct,MaxCyte Inc,220,300,248,768,1052.0,-284.0,Risk,Risk,0.0
mygn,Myriad Genetics Inc,353,321,294,968,1052.0,-84.0,Risk,Risk,0.0
myfw,First Western Financial Inc,351,300,235,886,1052.0,-166.0,Risk,Risk,0.0
mxl,Maxlinear Inc,535,325,335,1195,1052.0,143.0,Safe,Safe,0.99
mymd,MyMD Pharmaceuticals Inc,205,257,230,692,1052.0,-360.0,Risk,Risk,0.0
myps,Playstudios Inc,205,202,200,607,1052.0,-445.0,Risk,Risk,0.0
mttr,Matterport Inc,346,325,260,931,1052.0,-121.0,Risk,Risk,0.015
mtsi,MACOM Technology Solutions Holdings Inc,377,309,255,941,1052.0,-111.0,Risk,Risk,0.02
clro,Clearone Inc,370,228,210,808,1052.0,-244.0,Risk,Risk,0.0
clsn,Celsion Corp,255,214,300,769,1052.0,-283.0,Risk,Risk,0.0
gure,Gulf Resources Inc,408,206,300,914,1052.0,-138.0,Risk,Risk,0.0
gvp,GSE Systems Inc,505,307,245,1057,1052.0,5.0,Safe,Safe,0.575
gyro,Gyrodyne LLC,240,206,240,686,1052.0,-366.0,Risk,Risk,0.0
gwrs,Global Water Resources Inc,367,297,235,899,1052.0,-153.0,Risk,Risk,0.0
